equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,degradation_score,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,performance_score,vibration_level,dust_accumulation,humidity_level,failure_probability,failure_type,maintenance_urgency,days_to_failure,equipment_status
A1122,air_conditioner,SEMINAR730,seminar_room,2022-05-11,17,40,False,0.2,0.76,308.81,293,2,0.258,29.85,0.8,0.8,32.5,2107.83,72.69,17.87,20.65,80.0,0.303,thermostat_malfunction,medium,62,operational
P1123,projector,CLASSROOM934,classroom,2019-08-12,54,3,False,1.0,6.46,8369.45,241,9,0.97,26.09,2.0,0.3,58.88,411.99,2.94,51.87,194.0,30.0,0.688,color_degradation,high,28,at_risk
P1124,podium,LECTURE840,lecture_hall,2021-08-22,36,32,False,1.0,3.92,3385.73,136,6,0.463,28.2,0.8,0.8,31.6,182.16,52.85,23.83,37.01,80.0,0.485,control_panel_malfunction,high,46,operational
P1125,projector,CLASSROOM166,classroom,2019-10-04,58,28,False,1.0,5.33,7419.39,130,9,0.934,31.96,0.8,0.8,64.24,388.54,6.47,51.37,74.76,80.0,0.674,lamp_burnout,high,29,at_risk
A1126,air_conditioner,LAB944,lab,2021-09-17,31,14,False,1.0,9.55,7103.99,208,5,0.507,28.46,1.5,0.4,40.12,2129.2,49.2,25.57,76.1,40.0,0.503,filter_clog,high,44,at_risk
P1127,podium,LECTURE385,lecture_hall,2023-07-07,20,9,False,1.0,8.24,3953.21,231,3,0.49,31.19,1.5,0.4,39.3,172.29,48.84,25.14,73.52,40.0,0.496,microphone_failure,high,45,operational
P1128,projector,CLASSROOM460,classroom,2024-06-19,2,33,False,1.0,11.37,545.74,180,1,0.255,27.68,0.8,0.8,58.46,327.29,72.19,17.79,20.44,80.0,0.402,overheating,high,53,operational
A1129,air_conditioner,CLASSROOM257,classroom,2021-07-10,42,51,False,0.2,2.14,2153.2,134,7,0.356,26.85,2.0,0.3,37.05,2354.85,62.2,18.04,71.24,30.0,0.442,compressor_failure,high,50,operational
P1130,projector,LAB867,lab,2022-10-13,25,44,False,0.2,1.55,930.2,253,4,0.403,31.17,1.5,0.4,56.49,354.03,57.28,25.15,60.38,40.0,0.461,overheating,high,48,operational
P1131,projector,CLASSROOM491,classroom,2022-11-11,15,5,False,1.0,11.63,4187.21,12,2,0.437,31.79,2.0,0.3,54.98,326.58,54.88,26.26,87.45,30.0,0.342,lamp_burnout,medium,59,operational
A1132,air_conditioner,LECTURE353,lecture_hall,2023-04-27,23,12,False,1.0,3.52,1943.18,5,3,0.183,30.68,1.5,0.4,35.57,2313.6,78.64,10.55,27.38,40.0,0.187,compressor_failure,low,73,operational
P1133,projector,LECTURE179,lecture_hall,2021-10-04,33,25,False,1.0,7.09,5618.62,103,5,0.748,27.37,0.8,0.8,53.78,346.78,24.19,43.94,59.81,80.0,0.599,color_degradation,high,36,at_risk
A1134,air_conditioner,SEMINAR802,seminar_room,2021-02-12,35,52,False,0.2,1.14,953.84,92,5,0.258,28.89,2.0,0.3,32.42,2046.39,71.0,17.08,51.58,30.0,0.303,filter_clog,medium,62,operational
A1135,air_conditioner,CLASSROOM987,classroom,2023-12-30,5,22,False,1.0,4.15,498.24,213,1,0.16,31.01,0.8,0.8,36.95,1969.73,80.08,8.42,12.8,80.0,0.364,refrigerant_leak,medium,57,operational
P1136,projector,CLASSROOM407,classroom,2020-09-16,53,4,False,1.0,6.88,8754.43,196,8,0.965,31.19,2.0,0.3,59.83,395.68,3.48,52.17,193.0,30.0,0.686,fan_failure,high,28,at_risk
P1137,projector,LECTURE219,lecture_hall,2021-02-13,41,26,False,1.0,8.88,8739.25,60,6,0.772,26.46,0.8,0.8,57.84,401.25,21.98,46.4,61.73,80.0,0.609,color_degradation,high,35,at_risk
A1138,air_conditioner,CLASSROOM825,classroom,2020-12-28,49,2,False,1.0,8.14,9571.86,173,8,0.66,26.9,2.0,0.3,53.09,2176.46,32.43,40.17,132.03,30.0,0.764,compressor_failure,critical,21,at_risk
P1139,projector,LECTURE744,lecture_hall,2023-06-08,21,9,False,1.0,5.88,2961.48,228,3,0.552,28.1,1.5,0.4,56.19,360.95,42.99,29.33,82.77,40.0,0.521,lamp_burnout,high,43,at_risk
A1140,air_conditioner,SEMINAR419,seminar_room,2022-01-24,38,10,False,1.0,2.83,2577.47,220,6,0.398,31.39,1.5,0.4,39.43,2046.0,60.07,24.69,59.72,40.0,0.459,thermostat_malfunction,high,48,operational
P1141,projector,LECTURE958,lecture_hall,2024-01-24,2,12,False,1.0,8.02,384.9,181,1,0.242,31.52,1.5,0.4,48.76,329.28,72.6,12.54,36.31,40.0,0.397,lamp_burnout,medium,54,operational
A1142,air_conditioner,LECTURE587,lecture_hall,2020-06-17,58,12,False,1.0,8.13,11316.12,278,9,0.822,27.64,1.5,0.4,53.29,2250.03,17.83,47.8,123.25,40.0,0.829,refrigerant_leak,critical,15,at_risk
P1143,podium,LECTURE629,lecture_hall,2024-02-02,13,9,False,1.0,4.21,1313.72,126,2,0.236,31.05,1.5,0.4,38.42,169.49,75.12,13.56,35.35,40.0,0.394,power_supply_issue,medium,54,operational
P1144,podium,LAB896,lab,2024-02-15,2,16,True,1.0,3.32,159.23,283,1,0.218,31.79,1.5,0.4,30.07,157.04,77.26,18.33,32.69,40.0,0.487,control_panel_malfunction,high,46,operational
P1145,projector,LECTURE129,lecture_hall,2021-05-29,47,15,True,1.0,10.77,12150.12,229,7,0.935,26.96,1.5,0.4,60.74,346.45,6.26,54.01,140.25,40.0,0.774,fan_failure,critical,20,at_risk
P1146,projector,CLASSROOM973,classroom,2022-03-02,25,12,False,1.0,7.55,4530.51,231,4,0.703,29.69,1.5,0.4,60.08,364.98,29.52,43.53,105.38,40.0,0.581,color_degradation,high,37,at_risk
P1147,projector,SEMINAR536,seminar_room,2022-11-21,20,28,False,1.0,5.27,2529.27,243,3,0.511,31.05,0.8,0.8,47.33,346.11,46.78,29.39,40.86,80.0,0.504,overheating,high,44,at_risk
P1148,podium,LECTURE253,lecture_hall,2019-11-05,54,15,True,1.0,8.96,11607.21,202,9,0.938,29.72,1.5,0.4,43.99,197.7,5.88,52.72,140.75,40.0,0.95,power_supply_issue,critical,4,at_risk
A1149,air_conditioner,CLASSROOM261,classroom,2022-04-02,18,38,False,0.2,1.6,693.05,188,3,0.218,30.95,0.8,0.8,39.7,1950.31,74.56,14.22,17.4,80.0,0.387,filter_clog,medium,55,operational
A1150,air_conditioner,SEMINAR803,seminar_room,2021-07-27,48,27,False,1.0,5.73,6606.29,183,8,0.562,30.41,0.8,0.8,39.4,2477.99,43.3,35.43,44.95,80.0,0.525,compressor_failure,high,42,at_risk
P1151,projector,CLASSROOM759,classroom,2023-03-21,27,23,False,1.0,8.86,5740.71,47,4,0.666,31.04,0.8,0.8,55.86,365.08,32.75,35.13,53.25,80.0,0.566,lamp_burnout,high,39,at_risk
P1152,projector,LECTURE724,lecture_hall,2020-06-07,54,46,False,0.2,0.95,1226.2,51,9,0.429,31.64,1.5,0.4,46.88,361.75,54.79,29.47,64.33,40.0,0.472,connectivity_loss,high,47,operational
A1153,air_conditioner,LECTURE359,lecture_hall,2020-08-12,39,43,False,0.2,2.21,2066.53,129,6,0.336,30.68,1.5,0.4,31.55,2006.42,63.87,18.09,50.33,40.0,0.334,refrigerant_leak,medium,59,operational
P1154,podium,CLASSROOM824,classroom,2020-10-31,44,24,False,1.0,2.45,2582.92,220,7,0.532,27.65,0.8,0.8,30.64,185.96,45.04,28.19,42.6,80.0,0.513,control_panel_malfunction,high,43,at_risk
P1155,projector,CLASSROOM974,classroom,2022-08-19,21,19,False,0.1,0.73,369.14,7,3,0.144,26.52,0.8,0.8,36.26,327.47,83.71,8.46,11.48,80.0,0.096,no_failure,low,288,operational
P1156,projector,SEMINAR987,seminar_room,2020-06-29,57,10,False,1.0,6.94,9500.5,21,9,0.808,27.54,1.5,0.4,60.04,370.06,19.14,46.5,121.25,40.0,0.54,lamp_burnout,high,41,at_risk
P1157,projector,LECTURE807,lecture_hall,2019-07-17,57,12,False,1.0,10.51,14372.43,289,9,0.985,29.14,1.5,0.4,56.96,416.64,1.48,49.93,147.75,40.0,0.694,connectivity_loss,high,27,at_risk
A1158,air_conditioner,LECTURE297,lecture_hall,2023-10-24,1,47,False,0.2,1.26,30.17,5,1,0.009,31.67,1.5,0.4,33.78,1969.88,97.39,5.89,1.32,40.0,0.017,no_failure,low,148,operational
A1159,air_conditioner,LECTURE930,lecture_hall,2021-05-26,32,2,False,1.0,4.59,3522.21,20,5,0.289,29.27,2.0,0.3,44.75,2283.55,67.65,15.69,57.7,30.0,0.271,filter_clog,medium,65,operational
P1160,projector,LECTURE480,lecture_hall,2018-12-09,58,37,False,0.2,1.9,2646.83,66,9,0.584,26.39,0.8,0.8,50.15,352.4,39.75,35.76,46.71,80.0,0.534,color_degradation,high,41,at_risk
P1161,projector,SEMINAR406,seminar_room,2023-03-14,12,10,False,1.0,7.23,2083.19,297,2,0.434,29.47,1.5,0.4,55.64,359.22,54.93,30.83,65.04,40.0,0.473,connectivity_loss,high,47,operational
P1162,projector,CLASSROOM367,classroom,2023-12-07,7,27,False,1.0,8.13,1366.63,259,1,0.349,31.38,0.8,0.8,53.79,300.47,63.04,24.77,27.91,80.0,0.44,fan_failure,high,50,operational
P1163,projector,SEMINAR465,seminar_room,2023-05-03,9,4,False,1.0,10.04,2167.78,16,1,0.243,31.93,2.0,0.3,52.23,297.6,74.62,15.4,48.69,30.0,0.286,fan_failure,medium,64,operational
P1164,podium,CLASSROOM739,classroom,2023-11-06,3,5,False,1.0,7.27,523.73,281,1,0.241,30.94,2.0,0.3,32.36,155.6,73.21,21.24,48.24,30.0,0.396,microphone_failure,medium,54,operational
P1165,podium,LAB549,lab,2020-12-14,44,30,False,1.0,5.14,5428.48,216,7,0.671,28.97,0.8,0.8,42.49,174.27,31.5,40.69,53.71,80.0,0.769,control_panel_malfunction,critical,20,at_risk
P1166,projector,LECTURE791,lecture_hall,2020-09-13,41,4,False,1.0,9.4,9246.37,75,6,0.788,29.91,2.0,0.3,62.86,368.82,21.14,45.76,157.67,30.0,0.615,lamp_burnout,high,34,at_risk
A1167,air_conditioner,CLASSROOM347,classroom,2021-04-11,47,8,False,1.0,3.75,4228.66,201,7,0.488,29.93,2.0,0.3,44.49,2096.64,48.87,27.78,97.52,30.0,0.495,thermostat_malfunction,high,45,operational
P1168,projector,CLASSROOM632,classroom,2020-04-05,57,50,False,0.2,1.01,1378.8,142,9,0.558,31.42,2.0,0.3,47.1,376.4,42.02,29.57,111.54,30.0,0.523,lamp_burnout,high,42,at_risk
P1169,projector,LECTURE600,lecture_hall,2020-10-07,35,34,False,1.0,6.13,5147.19,84,5,0.697,26.11,0.8,0.8,56.27,328.45,30.22,36.14,55.78,80.0,0.579,connectivity_loss,high,37,at_risk
P1170,podium,SEMINAR374,seminar_room,2021-04-24,28,32,False,1.0,2.18,1465.0,206,4,0.385,30.36,0.8,0.8,29.57,179.8,58.78,26.28,30.79,80.0,0.354,power_supply_issue,medium,58,operational
P1171,projector,LECTURE419,lecture_hall,2019-02-14,56,38,False,0.2,0.97,1300.53,142,9,0.546,29.59,0.8,0.8,48.59,335.18,44.8,27.79,43.69,80.0,0.518,color_degradation,high,43,at_risk
P1172,podium,CLASSROOM721,classroom,2020-07-23,41,49,False,0.2,2.38,2340.01,255,6,0.522,26.47,2.0,0.3,32.35,158.35,47.4,32.09,104.4,30.0,0.509,microphone_failure,high,44,at_risk
P1173,projector,LAB423,lab,2024-01-27,17,25,False,1.0,2.65,1079.92,65,2,0.247,26.15,0.8,0.8,50.18,295.32,74.94,17.01,19.78,80.0,0.399,lamp_burnout,medium,54,operational
P1174,projector,LECTURE505,lecture_hall,2023-03-16,21,49,False,0.2,1.66,837.96,276,3,0.375,30.73,2.0,0.3,46.78,315.99,61.85,28.45,74.97,30.0,0.45,overheating,high,49,operational
P1175,projector,CLASSROOM460,classroom,2022-01-28,23,51,False,0.2,1.21,670.1,214,3,0.371,27.53,2.0,0.3,45.97,331.54,59.91,19.94,74.17,30.0,0.448,overheating,high,49,operational
P1176,podium,CLASSROOM852,classroom,2023-04-03,14,22,False,1.0,8.11,2724.22,237,2,0.404,28.85,0.8,0.8,41.04,153.02,59.13,28.62,32.3,80.0,0.661,microphone_failure,high,30,at_risk
A1177,air_conditioner,CLASSROOM803,classroom,2021-03-30,42,37,False,0.2,0.99,994.87,233,7,0.373,28.38,0.8,0.8,32.52,2275.63,59.96,22.08,29.81,80.0,0.349,electrical_fault,medium,58,operational
P1178,podium,CLASSROOM878,classroom,2022-08-26,19,12,False,1.0,6.51,2966.72,127,3,0.349,27.65,1.5,0.4,31.0,179.22,64.15,23.54,52.38,40.0,0.44,speaker_distortion,high,50,operational
P1179,podium,LAB349,lab,2023-09-01,8,17,False,0.1,1.06,204.07,174,1,0.195,26.31,0.8,0.8,23.22,144.8,78.89,16.63,15.62,80.0,0.278,microphone_failure,medium,64,operational
P1180,projector,CLASSROOM693,classroom,2022-09-04,19,13,False,1.0,7.96,3631.23,84,3,0.491,31.4,1.5,0.4,55.31,338.17,50.01,31.01,73.64,40.0,0.496,fan_failure,high,45,operational
A1181,air_conditioner,CLASSROOM662,classroom,2024-07-02,9,13,False,1.0,8.13,1755.16,28,1,0.119,27.03,1.5,0.4,38.31,2171.27,86.02,14.24,17.86,40.0,0.225,thermostat_malfunction,medium,69,operational
P1182,podium,CLASSROOM367,classroom,2020-11-19,43,22,False,1.0,6.86,7079.53,213,7,0.746,30.85,0.8,0.8,41.75,167.71,24.58,45.84,59.72,80.0,0.799,speaker_distortion,critical,18,at_risk
P1183,projector,CLASSROOM733,classroom,2021-11-13,44,26,False,1.0,9.98,10542.9,195,7,0.92,31.15,0.8,0.8,66.0,377.52,7.73,51.82,73.6,80.0,0.868,lamp_burnout,critical,11,at_risk
A1184,air_conditioner,SEMINAR778,seminar_room,2020-03-03,56,41,False,0.2,0.73,982.81,7,9,0.317,26.86,0.8,0.8,37.33,1982.14,67.12,22.2,25.33,80.0,0.246,refrigerant_leak,medium,67,operational
P1185,projector,CLASSROOM916,classroom,2023-07-30,5,52,False,0.2,1.46,175.46,176,1,0.235,27.31,2.0,0.3,48.77,318.21,75.29,13.16,47.04,30.0,0.394,connectivity_loss,medium,54,operational
P1186,projector,CLASSROOM174,classroom,2023-09-17,4,3,False,1.0,2.99,287.33,234,1,0.244,28.37,2.0,0.3,44.2,298.13,74.98,15.9,48.79,30.0,0.298,overheating,medium,63,operational
A1187,air_conditioner,CLASSROOM885,classroom,2020-12-27,49,1,False,1.0,2.88,3389.25,59,8,0.391,31.77,2.0,0.3,34.8,2183.29,58.92,24.95,78.15,30.0,0.32,compressor_failure,medium,61,operational
A1188,air_conditioner,CLASSROOM953,classroom,2022-08-21,23,28,False,1.0,6.4,3535.24,42,3,0.256,30.96,0.8,0.8,41.33,2230.11,71.54,21.12,20.49,80.0,0.319,electrical_fault,medium,61,operational
P1189,projector,CLASSROOM736,classroom,2023-03-05,13,13,False,1.0,8.26,2577.85,139,2,0.434,27.24,1.5,0.4,53.58,354.99,54.59,24.97,65.14,40.0,0.474,color_degradation,high,47,operational
A1190,air_conditioner,SEMINAR619,seminar_room,2024-05-17,5,42,False,0.2,1.35,162.13,164,1,0.122,31.44,0.8,0.8,32.6,2012.16,85.47,6.46,9.72,80.0,0.249,filter_clog,medium,67,operational
A1191,air_conditioner,LECTURE283,lecture_hall,2022-02-21,41,27,False,1.0,10.77,10598.57,12,6,0.565,31.82,0.8,0.8,55.06,2345.01,41.53,35.79,45.2,80.0,0.559,refrigerant_leak,high,39,at_risk
P1192,projector,CLASSROOM686,classroom,2022-06-14,24,23,False,1.0,6.41,3693.45,203,4,0.628,31.51,0.8,0.8,54.46,353.36,36.19,37.41,50.22,80.0,0.551,overheating,high,40,at_risk
P1193,podium,CLASSROOM610,classroom,2024-01-03,8,35,True,1.0,10.54,2023.61,225,1,0.329,31.36,0.8,0.8,34.95,177.43,65.28,21.54,26.29,80.0,0.531,power_supply_issue,high,42,at_risk
P1194,podium,LECTURE579,lecture_hall,2023-02-14,29,27,False,1.0,2.31,1604.62,54,4,0.27,29.16,0.8,0.8,34.47,156.76,72.0,18.8,21.62,80.0,0.408,control_panel_malfunction,high,53,operational
P1195,podium,LECTURE893,lecture_hall,2021-12-20,40,14,False,1.0,4.95,4748.35,135,6,0.55,26.26,1.5,0.4,36.77,179.39,42.91,27.55,82.49,40.0,0.52,connectivity_issue,high,43,at_risk
P1196,podium,SEMINAR356,seminar_room,2020-11-02,35,38,False,0.2,1.63,1366.85,104,5,0.33,28.39,0.8,0.8,35.46,149.17,64.67,21.99,26.4,80.0,0.432,control_panel_malfunction,high,51,operational
A1197,air_conditioner,CLASSROOM144,classroom,2022-06-08,19,52,False,0.2,1.45,658.99,16,3,0.126,30.09,2.0,0.3,26.97,2217.51,84.1,11.08,25.17,30.0,0.095,no_failure,low,102,operational
A1198,air_conditioner,LECTURE389,lecture_hall,2024-07-05,3,40,False,0.2,2.01,144.5,120,1,0.086,28.43,0.8,0.8,36.5,1939.46,89.71,14.11,6.92,80.0,0.335,filter_clog,medium,59,operational
P1199,projector,CLASSROOM825,classroom,2024-01-31,17,26,False,1.0,9.2,3752.75,32,2,0.433,28.7,0.8,0.8,51.02,347.46,54.04,28.49,34.66,80.0,0.451,overheating,high,49,operational
A1200,air_conditioner,SEMINAR507,seminar_room,2023-01-15,30,27,False,1.0,7.2,5185.22,205,5,0.437,31.5,0.8,0.8,42.51,2434.85,55.83,29.05,34.94,80.0,0.475,refrigerant_leak,high,47,operational
A1201,air_conditioner,LECTURE340,lecture_hall,2023-08-31,18,8,False,1.0,4.76,2057.05,294,3,0.322,31.37,2.0,0.3,38.98,2178.65,65.57,25.5,64.38,30.0,0.429,compressor_failure,high,51,operational
P1202,podium,SEMINAR718,seminar_room,2023-01-08,9,40,False,0.2,2.09,450.45,100,1,0.151,31.44,0.8,0.8,29.67,170.47,83.54,8.7,12.07,80.0,0.26,microphone_failure,medium,66,operational
A1203,air_conditioner,LAB828,lab,2019-04-26,55,44,False,0.2,0.41,539.52,23,9,0.306,27.53,1.5,0.4,36.3,2044.94,66.92,16.58,45.86,40.0,0.286,filter_clog,medium,64,operational
P1204,podium,LECTURE951,lecture_hall,2022-08-07,12,31,False,1.0,11.99,3454.46,101,2,0.317,28.99,0.8,0.8,38.45,151.48,67.06,23.55,25.35,80.0,0.427,microphone_failure,high,51,operational
P1205,podium,LECTURE840,lecture_hall,2021-07-09,36,25,False,1.0,10.5,9075.01,16,6,0.647,28.23,0.8,0.8,49.38,187.38,34.67,40.32,51.77,80.0,0.626,control_panel_malfunction,high,33,at_risk
P1206,projector,CLASSROOM875,classroom,2021-11-20,36,45,False,0.2,1.88,1621.9,28,6,0.346,31.85,1.5,0.4,41.59,336.41,62.38,17.74,51.94,40.0,0.294,color_degradation,medium,63,operational
P1207,podium,SEMINAR664,seminar_room,2021-08-01,47,24,False,1.0,10.35,11680.22,46,7,0.773,27.45,0.8,0.8,53.27,197.3,22.34,48.16,61.87,80.0,0.801,microphone_failure,critical,17,at_risk
A1208,air_conditioner,CLASSROOM879,classroom,2020-10-17,52,4,False,1.0,2.1,2619.85,171,8,0.442,31.27,2.0,0.3,36.62,2244.97,53.72,24.31,88.47,30.0,0.477,compressor_failure,high,47,operational
P1209,podium,CLASSROOM781,classroom,2019-10-16,47,34,False,1.0,10.07,11360.71,162,7,0.87,27.09,0.8,0.8,44.7,182.8,12.57,50.89,69.6,80.0,0.848,microphone_failure,critical,13,at_risk
A1210,air_conditioner,CLASSROOM819,classroom,2019-09-10,53,3,False,1.0,8.46,10766.96,135,8,0.699,31.28,2.0,0.3,51.82,2470.7,29.04,37.02,139.78,30.0,0.78,compressor_failure,critical,19,at_risk
P1211,podium,SEMINAR256,seminar_room,2021-02-06,34,47,False,0.2,1.37,1116.41,79,5,0.292,26.36,1.5,0.4,32.59,165.81,70.8,16.97,43.75,40.0,0.417,power_supply_issue,high,52,operational
A1212,air_conditioner,CLASSROOM899,classroom,2022-04-12,22,5,False,1.0,5.66,2986.79,59,3,0.242,30.35,2.0,0.3,37.27,2352.07,73.98,21.18,48.47,30.0,0.361,compressor_failure,medium,57,operational
A1213,air_conditioner,SEMINAR786,seminar_room,2020-11-24,38,2,False,1.0,4.91,4473.4,188,6,0.444,29.23,2.0,0.3,34.47,2352.25,54.78,31.48,88.71,30.0,0.377,electrical_fault,medium,56,operational
P1214,projector,LECTURE772,lecture_hall,2022-03-11,27,22,False,1.0,9.61,6227.85,224,4,0.835,29.0,0.8,0.8,61.95,398.18,16.05,47.22,66.8,80.0,0.634,overheating,high,32,at_risk
P1215,projector,LECTURE192,lecture_hall,2020-07-11,44,8,False,1.0,10.98,11591.44,108,7,0.84,31.06,2.0,0.3,65.84,397.62,15.88,44.42,168.0,30.0,0.836,fan_failure,critical,14,at_risk
P1216,projector,LAB659,lab,2018-10-24,59,35,True,1.0,11.81,16725.0,139,9,0.949,28.75,0.8,0.8,67.27,347.91,4.81,55.77,75.96,80.0,0.95,connectivity_loss,critical,4,at_risk
P1217,projector,CLASSROOM910,classroom,2023-07-31,16,47,False,0.2,2.35,904.17,247,2,0.355,28.36,1.5,0.4,49.69,350.11,62.24,20.09,53.3,40.0,0.442,connectivity_loss,high,50,operational
P1218,podium,LAB853,lab,2023-07-03,22,17,False,0.1,0.8,424.02,74,3,0.193,30.71,0.8,0.8,30.07,144.27,79.94,11.42,15.43,80.0,0.377,power_supply_issue,medium,56,operational
P1219,podium,LECTURE254,lecture_hall,2024-05-12,3,32,False,1.0,10.95,788.14,173,1,0.199,26.71,0.8,0.8,35.46,155.69,79.82,19.86,15.89,80.0,0.379,microphone_failure,medium,55,operational
P1220,podium,CLASSROOM503,classroom,2021-05-18,30,44,False,0.2,2.24,1610.53,113,5,0.325,28.67,1.5,0.4,31.98,161.83,67.01,25.26,48.7,40.0,0.43,connectivity_issue,high,51,operational
P1221,podium,LECTURE414,lecture_hall,2020-03-28,41,32,False,1.0,2.39,2351.07,193,6,0.483,27.05,0.8,0.8,34.08,164.28,51.53,29.99,38.67,80.0,0.493,power_supply_issue,high,45,operational
A1222,air_conditioner,CLASSROOM381,classroom,2020-10-06,45,25,False,1.0,5.53,5972.94,154,7,0.51,31.36,0.8,0.8,41.19,2304.66,47.08,31.39,40.77,80.0,0.504,compressor_failure,high,44,at_risk
P1223,projector,SEMINAR593,seminar_room,2021-12-18,27,10,False,1.0,2.69,1743.17,271,4,0.48,31.28,1.5,0.4,52.07,315.43,51.52,24.49,72.04,40.0,0.492,color_degradation,high,45,operational
P1224,podium,CLASSROOM103,classroom,2020-02-02,57,41,False,0.2,1.33,1814.77,181,9,0.527,27.69,0.8,0.8,34.64,158.22,47.28,28.59,42.13,80.0,0.511,speaker_distortion,high,44,at_risk
P1225,projector,LECTURE790,lecture_hall,2020-10-07,47,33,False,1.0,3.91,4411.82,38,7,0.645,30.39,0.8,0.8,49.22,352.02,35.08,38.34,51.59,80.0,0.558,color_degradation,high,39,at_risk
P1226,podium,LECTURE305,lecture_hall,2021-02-11,48,4,False,1.0,11.02,12694.35,228,8,0.93,31.91,2.0,0.3,53.59,198.03,6.68,51.94,186.0,30.0,0.872,power_supply_issue,critical,11,at_risk
P1227,projector,SEMINAR620,seminar_room,2021-02-25,32,41,False,0.2,0.48,372.36,273,5,0.391,29.61,0.8,0.8,40.79,349.57,60.16,20.58,31.28,80.0,0.356,connectivity_loss,medium,57,operational
A1228,air_conditioner,CLASSROOM588,classroom,2025-02-27,2,18,False,0.1,0.9,43.07,96,1,0.065,26.59,0.8,0.8,33.92,1847.56,89.09,4.66,5.18,80.0,0.226,refrigerant_leak,medium,69,operational
A1229,air_conditioner,LECTURE436,lecture_hall,2019-12-19,49,52,False,0.2,1.85,2180.44,175,8,0.415,28.61,2.0,0.3,40.15,2164.37,57.0,25.81,82.98,30.0,0.466,refrigerant_leak,high,48,operational
P1230,podium,LECTURE142,lecture_hall,2021-02-17,40,22,False,1.0,9.98,9576.45,289,6,0.879,31.82,0.8,0.8,47.42,201.57,11.84,53.61,70.31,80.0,0.852,microphone_failure,critical,13,at_risk
A1231,air_conditioner,SEMINAR489,seminar_room,2020-03-08,48,7,False,1.0,10.0,11520.04,147,8,0.706,28.38,2.0,0.3,43.23,2600.45,28.19,38.38,141.13,30.0,0.582,compressor_failure,high,37,at_risk
P1232,podium,CLASSROOM939,classroom,2022-12-29,14,8,False,1.0,8.25,2771.58,114,2,0.304,31.0,2.0,0.3,40.63,156.71,67.23,18.71,60.72,30.0,0.621,power_supply_issue,high,34,at_risk
P1233,projector,SEMINAR945,seminar_room,2020-12-09,54,20,False,0.1,0.45,579.48,33,9,0.355,27.71,0.8,0.8,43.75,344.26,62.35,18.31,28.4,80.0,0.325,overheating,medium,60,operational
P1234,podium,CLASSROOM793,classroom,2023-04-06,15,26,False,1.0,3.16,1138.29,215,2,0.311,28.51,0.8,0.8,34.22,156.66,66.94,25.36,24.89,80.0,0.424,microphone_failure,high,51,operational
A1235,air_conditioner,LECTURE617,lecture_hall,2023-08-05,5,1,False,1.0,11.79,1414.75,169,1,0.166,30.43,2.0,0.3,43.3,2067.18,80.67,12.28,33.21,30.0,0.366,refrigerant_leak,medium,57,operational
P1236,projector,CLASSROOM307,classroom,2022-03-09,24,9,False,1.0,8.57,4934.91,22,4,0.556,26.86,1.5,0.4,56.2,363.72,43.23,28.71,83.35,40.0,0.444,connectivity_loss,high,49,operational
A1237,air_conditioner,SEMINAR233,seminar_room,2021-05-18,27,31,False,1.0,8.76,5676.65,48,4,0.351,29.5,0.8,0.8,41.37,2099.8,61.67,19.29,28.07,80.0,0.374,compressor_failure,medium,56,operational
A1238,air_conditioner,CLASSROOM414,classroom,2019-07-25,51,40,False,0.2,2.17,2651.17,248,8,0.481,29.53,0.8,0.8,39.3,2066.87,50.8,26.59,38.49,80.0,0.492,electrical_fault,high,45,operational
P1239,podium,CLASSROOM336,classroom,2021-12-27,42,24,False,1.0,9.39,9469.23,262,7,0.883,31.86,0.8,0.8,45.49,171.1,11.32,45.1,70.68,80.0,0.853,power_supply_issue,critical,13,at_risk
P1240,podium,CLASSROOM370,classroom,2021-06-02,29,42,False,0.2,1.43,992.12,248,4,0.395,27.38,0.8,0.8,35.01,157.83,59.49,27.91,31.57,80.0,0.458,microphone_failure,high,48,operational
P1241,podium,LECTURE836,lecture_hall,2024-02-25,5,30,False,1.0,2.77,332.57,290,1,0.242,26.38,0.8,0.8,32.6,168.36,74.35,18.81,19.33,80.0,0.397,microphone_failure,medium,54,operational
P1242,podium,SEMINAR649,seminar_room,2022-04-03,19,43,False,0.2,1.39,632.47,77,3,0.191,30.72,1.5,0.4,24.64,174.05,78.05,17.25,28.62,40.0,0.276,power_supply_issue,medium,65,operational
P1243,projector,SEMINAR394,seminar_room,2022-04-03,28,29,False,1.0,11.15,7494.53,37,4,0.681,30.0,0.8,0.8,62.57,358.0,31.3,36.54,54.49,80.0,0.572,connectivity_loss,high,38,at_risk
